"covariateId","covariateName","analysisId","conceptId"
38003584004,"race = Japanese",4,38003584
8527004,"race = White",4,8527
1904,"CHADS2VASc",904,0
3007876704,"measurement during day -30 through 0 days relative to index: Appearance of Urine",704,3007876
3031818704,"measurement during day -30 through 0 days relative to index: CD117 cells/100 cells in Body fluid",704,3031818
3030724704,"measurement during day -30 through 0 days relative to index: CD10 cells/100 cells in Body fluid",704,3030724
21492393704,"measurement during day -30 through 0 days relative to index: Bacteria identified in Implanted device by Culture",704,21492393
3021595704,"measurement during day -30 through 0 days relative to index: Phenytoin [Presence] in Serum or Plasma",704,3021595
3019050704,"measurement during day -30 through 0 days relative to index: Tissue transglutaminase IgA Ab [Units/volume] in Serum",704,3019050
3011151704,"measurement during day -30 through 0 days relative to index: Pencil cells [Presence] in Blood by Light microscopy",704,3011151
3053294704,"measurement during day -30 through 0 days relative to index: Immunofixation for Urine Narrative",704,3053294
3007234704,"measurement during day -30 through 0 days relative to index: Bacteria identified in Ear by Aerobe culture",704,3007234
3018672704,"measurement during day -30 through 0 days relative to index: pH of Body fluid",704,3018672
3021886704,"measurement during day -30 through 0 days relative to index: Globulin [Mass/volume] in Serum",704,3021886
3030454704,"measurement during day -30 through 0 days relative to index: CD10 cells/100 cells in Bone marrow",704,3030454
3009357704,"measurement during day -30 through 0 days relative to index: CD2 cells/100 cells in Bone marrow",704,3009357
3023654704,"measurement during day -30 through 0 days relative to index: Deprecated CD8 cells [#/volume] in Blood",704,3023654
3024194704,"measurement during day -30 through 0 days relative to index: Bacteria identified in Pleural fluid by Culture",704,3024194
3029717704,"measurement during day -30 through 0 days relative to index: CD15 cells/100 cells in Body fluid",704,3029717
21490653704,"measurement during day -30 through 0 days relative to index: Intracranial pressure (ICP)",704,21490653
21490753704,"measurement during day -30 through 0 days relative to index: Volume expired per minute Respiratory system",704,21490753
3007070704,"measurement during day -30 through 0 days relative to index: Cholesterol in HDL [Mass/volume] in Serum or Plasma",704,3007070
3008691704,"measurement during day -30 through 0 days relative to index: Amylase [Enzymatic activity/volume] in Peritoneal fluid",704,3008691
3043728704,"measurement during day -30 through 0 days relative to index: WBC casts [Presence] in Urine sediment by Light microscopy",704,3043728
3023420704,"measurement during day -30 through 0 days relative to index: DNA double strand Ab [Units/volume] in Serum",704,3023420
3008838704,"measurement during day -30 through 0 days relative to index: Polymorphonuclear cells/100 leukocytes in Peritoneal fluid",704,3008838
21494989704,"measurement during day -30 through 0 days relative to index: Level of arousal",704,21494989
3002908704,"measurement during day -30 through 0 days relative to index: Hemoglobin C/Hemoglobin.total in Blood by Electrophoresis acid (pH 6.3)",704,3002908
3013678704,"measurement during day -30 through 0 days relative to index: Triglyceride [Mass/volume] in Serum or Plasma --12 hours fasting",704,3013678
12007,"index month: 12",7,0
4007,"index month: 4",7,0
3016723704,"measurement during day -30 through 0 days relative to index: Creatinine [Mass/volume] in Serum or Plasma",704,3016723
3053157704,"measurement during day -30 through 0 days relative to index: Plasma cells/100 leukocytes in Cerebral spinal fluid",704,3053157
3046866704,"measurement during day -30 through 0 days relative to index: CD11c cells/100 cells in Bone marrow",704,3046866
3006571704,"measurement during day -30 through 0 days relative to index: Polymorphonuclear cells/100 leukocytes in Synovial fluid",704,3006571
3038136704,"measurement during day -30 through 0 days relative to index: Choriogonadotropin.beta subunit [Units/volume] in Serum or Plasma",704,3038136
3026051704,"measurement during day -30 through 0 days relative to index: Polymorphonuclear cells/100 leukocytes in Pleural fluid",704,3026051
40760538704,"measurement during day -30 through 0 days relative to index: CD71 cells/100 cells in Body fluid",704,40760538
3028079704,"measurement during day -30 through 0 days relative to index: Lymphocytes/100 leukocytes in Body fluid",704,3028079
3026314704,"measurement during day -30 through 0 days relative to index: Anisocytosis [Presence] in Blood by Light microscopy",704,3026314
3021200704,"measurement during day -30 through 0 days relative to index: Thyroglobulin Ab [Units/volume] in Serum by Radioimmunoassay (RIA)",704,3021200
3041137704,"measurement during day -30 through 0 days relative to index: Plasma cells/100 leukocytes in Peritoneal fluid by Manual count",704,3041137
3002619704,"measurement during day -30 through 0 days relative to index: Bacteria identified in Specimen by Culture",704,3002619
3007246704,"measurement during day -30 through 0 days relative to index: Varicella zoster virus Ag [Presence] in Specimen",704,3007246
3026595704,"measurement during day -30 through 0 days relative to index: CD117 cells/100 cells in Blood",704,3026595
3010421704,"measurement during day -30 through 0 days relative to index: pH of Blood",704,3010421
3025478704,"measurement during day -30 through 0 days relative to index: Tricyclic antidepressants [Presence] in Serum or Plasma",704,3025478
3005353704,"measurement during day -30 through 0 days relative to index: Prothrombin activity actual/normal in Platelet poor plasma by Coagulation assay",704,3005353
3007169704,"measurement during day -30 through 0 days relative to index: Variant lymphocytes/100 leukocytes in Body fluid",704,3007169
3000099704,"measurement during day -30 through 0 days relative to index: Nuclear Ab [Units/volume] in Serum by Immunoassay",704,3000099
3030297704,"measurement during day -30 through 0 days relative to index: HLA-DR+ cells/100 cells in Body fluid",704,3030297
4192791704,"measurement during day -30 through 0 days relative to index: Pain management (specialty)",704,4192791
3010950704,"measurement during day -30 through 0 days relative to index: Oval macrocytes [Presence] in Blood by Light microscopy",704,3010950
3000637704,"measurement during day -30 through 0 days relative to index: Triglyceride [Mass/volume] in Body fluid",704,3000637
3029723704,"measurement during day -30 through 0 days relative to index: CD33 cells/100 cells in Bone marrow",704,3029723
3013707704,"measurement during day -30 through 0 days relative to index: Erythrocyte sedimentation rate by Westergren method",704,3013707
3021374704,"measurement during day -30 through 0 days relative to index: Sirolimus [Mass/volume] in Blood",704,3021374
3011004704,"measurement during day -30 through 0 days relative to index: Bilirubin.total [Mass/volume] in Peritoneal fluid",704,3011004
3005897704,"measurement during day -30 through 0 days relative to index: Protein [Mass/volume] in Urine by Test strip",704,3005897
3032469704,"measurement during day -30 through 0 days relative to index: Oval fat bodies (globules) [Presence] in Urine by Computer assisted method",704,3032469
3009788704,"measurement during day -30 through 0 days relative to index: Metamyelocytes/100 leukocytes in Cerebral spinal fluid",704,3009788
3002331704,"measurement during day -30 through 0 days relative to index: Protein [Mass/volume] in Peritoneal fluid",704,3002331
3009306704,"measurement during day -30 through 0 days relative to index: Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma",704,3009306
3003381704,"measurement during day -30 through 0 days relative to index: Deprecated CD4 cells/100 cells in Blood",704,3003381
3024271704,"measurement during day -30 through 0 days relative to index: Mesothelial cells/100 leukocytes in Peritoneal fluid",704,3024271
3021337704,"measurement during day -30 through 0 days relative to index: Troponin I.cardiac [Mass/volume] in Serum or Plasma",704,3021337
3012336704,"measurement during day -30 through 0 days relative to index: Haptoglobin [Mass/volume] in Serum or Plasma",704,3012336
3018543704,"measurement during day -30 through 0 days relative to index: Iron.microscopic observation [Identifier] in Bone marrow by Potassium ferrocyanide stain",704,3018543
3028308704,"measurement during day -30 through 0 days relative to index: Erythrocytes [#/volume] in Pleural fluid",704,3028308
3033206704,"measurement during day -30 through 0 days relative to index: Leukocytes other [#/volume] in Peritoneal fluid",704,3033206
3037551704,"measurement during day -30 through 0 days relative to index: Cancer Ag 125 [Units/volume] in Serum or Plasma",704,3037551
3017161704,"measurement during day -30 through 0 days relative to index: Band form neutrophils/100 leukocytes in Body fluid",704,3017161
3029857704,"measurement during day -30 through 0 days relative to index: CD45 (Lymphs) cells/100 cells in Bone marrow",704,3029857
3007853704,"measurement during day -30 through 0 days relative to index: Bacteria identified in Skin by Aerobe culture",704,3007853
3025255704,"measurement during day -30 through 0 days relative to index: Bacteria [#/area] in Urine sediment by Microscopy high power field",704,3025255
3000483704,"measurement during day -30 through 0 days relative to index: Glucose [Mass/volume] in Blood",704,3000483
3047181704,"measurement during day -30 through 0 days relative to index: Lactate [Moles/volume] in Blood",704,3047181
3035527704,"measurement during day -30 through 0 days relative to index: CD5 cells/100 cells in Bone marrow",704,3035527
3008541704,"measurement during day -30 through 0 days relative to index: Platelet aggregation arachidonate induced [Presence] in Platelet rich plasma",704,3008541
3014543704,"measurement during day -30 through 0 days relative to index: Platelet aggregation ADP induced [Presence] in Platelet rich plasma",704,3014543
3009542704,"measurement during day -30 through 0 days relative to index: Hematocrit [Volume Fraction] of Blood",704,3009542
3003793704,"measurement during day -30 through 0 days relative to index: Imipenem [Susceptibility] by Disk diffusion (KB)",704,3003793
8507001,"gender = MALE",1,8507
3016675704,"measurement during day -30 through 0 days relative to index: Lactate dehydrogenase [Enzymatic activity/volume] in Synovial fluid",704,3016675
3019634704,"measurement during day -30 through 0 days relative to index: Microscopic observation [Identifier] in Tissue by Wright stain",704,3019634
3036353704,"measurement during day -30 through 0 days relative to index: Mesothelial cells/100 leukocytes in Body fluid",704,3036353
3011625704,"measurement during day -30 through 0 days relative to index: Bleeding time",704,3011625
3037556704,"measurement during day -30 through 0 days relative to index: Urate [Mass/volume] in Serum or Plasma",704,3037556
3015401704,"measurement during day -30 through 0 days relative to index: Amylase [Enzymatic activity/volume] in Pleural fluid",704,3015401
3043747704,"measurement during day -30 through 0 days relative to index: Beta 2 globulin [Mass/volume] in Serum or Plasma by Electrophoresis",704,3043747
3003329704,"measurement during day -30 through 0 days relative to index: Lymphocytes/100 leukocytes in Synovial fluid",704,3003329
3022356704,"measurement during day -30 through 0 days relative to index: Polymorphonuclear cells/100 leukocytes in Cerebral spinal fluid",704,3022356
3039095704,"measurement during day -30 through 0 days relative to index: Platelets reticulated/100 platelets in Blood",704,3039095
21490854704,"measurement during day -30 through 0 days relative to index: Tidal volume Ventilator --on ventilator",704,21490854
3013429704,"measurement during day -30 through 0 days relative to index: Basophils [#/volume] in Blood by Automated count",704,3013429
3035186704,"measurement during day -30 through 0 days relative to index: CD7 cells/100 cells in Bone marrow",704,3035186
3001845704,"measurement during day -30 through 0 days relative to index: CD45 (Lymphs) cells/100 cells in Body fluid",704,3001845
3035583704,"measurement during day -30 through 0 days relative to index: Leukocytes [#/area] in Urine sediment by Microscopy high power field",704,3035583
3032652704,"measurement during day -30 through 0 days relative to index: Glasgow coma scale",704,3032652
46235217704,"measurement during day -30 through 0 days relative to index: Bacteria identified in Blood product unit.autologous by Culture",704,46235217
3000401704,"measurement during day -30 through 0 days relative to index: Fibrin+Fibrinogen fragments [Mass/volume] in Platelet poor plasma",704,3000401
21490675704,"measurement during day -30 through 0 days relative to index: Central venous pressure (CVP)",704,21490675
3026498704,"measurement during day -30 through 0 days relative to index: Coagulation factor IX activity [Units/volume] in Platelet poor plasma by Chromogenic method",704,3026498
3028026704,"measurement during day -30 through 0 days relative to index: IgM [Mass/volume] in Serum or Plasma",704,3028026
3044935704,"measurement during day -30 through 0 days relative to index: Platelets Large [Presence] in Blood by Automated count",704,3044935
3011483704,"measurement during day -30 through 0 days relative to index: Granular casts [#/area] in Urine sediment by Microscopy low power field",704,3011483
3016557704,"measurement during day -30 through 0 days relative to index: Hepatitis B virus core Ab [Units/volume] in Serum by Immunoassay",704,3016557
21493881704,"measurement during day -30 through 0 days relative to index: Respiratory pathogens DNA and RNA identified in Respiratory specimen by NAA with probe detection",704,21493881
3009682704,"measurement during day -30 through 0 days relative to index: Cortisol [Mass/volume] in Serum or Plasma",704,3009682
3003994704,"measurement during day -30 through 0 days relative to index: Glucose-6-Phosphate dehydrogenase [Enzymatic activity/mass] in Red Blood Cells",704,3003994
3016727704,"measurement during day -30 through 0 days relative to index: Bacteria identified in Body fluid by Culture",704,3016727
3013731704,"measurement during day -30 through 0 days relative to index: Hepatitis B virus surface Ab [Units/volume] in Serum or Plasma by Immunoassay",704,3013731
3010287704,"measurement during day -30 through 0 days relative to index: CD10 cells/100 cells in Blood",704,3010287
3027944704,"measurement during day -30 through 0 days relative to index: Amphetamines [Presence] in Urine",704,3027944
40761514704,"measurement during day -30 through 0 days relative to index: Nucleated erythrocytes/100 leukocytes [Ratio] in Blood by Automated count",704,40761514
3016879704,"measurement during day -30 through 0 days relative to index: Cocaine [Presence] in Urine",704,3016879
3003047704,"measurement during day -30 through 0 days relative to index: FMC7 cells/100 cells in Blood",704,3003047
3040138704,"measurement during day -30 through 0 days relative to index: Bacteria identified in Sputum tracheal aspirate by Culture",704,3040138
3009201704,"measurement during day -30 through 0 days relative to index: Thyrotropin [Units/volume] in Serum or Plasma",704,3009201
3002587704,"measurement during day -30 through 0 days relative to index: RBC casts [#/area] in Urine sediment by Microscopy low power field",704,3002587
3021453704,"measurement during day -30 through 0 days relative to index: Eosinophils/100 leukocytes in Body fluid",704,3021453
3036535704,"measurement during day -30 through 0 days relative to index: Thyroglobulin [Mass/volume] in Serum or Plasma",704,3036535
3018738704,"measurement during day -30 through 0 days relative to index: Hemoglobin F/Hemoglobin.total in Blood",704,3018738
3008251704,"measurement during day -30 through 0 days relative to index: Bicarbonate [Moles/volume] in Urine",704,3008251
3027920704,"measurement during day -30 through 0 days relative to index: Ovalocytes [Presence] in Blood by Light microscopy",704,3027920
3014886704,"measurement during day -30 through 0 days relative to index: Neutrophils [#/volume] in Urine by Automated count",704,3014886
3027436704,"measurement during day -30 through 0 days relative to index: Parietal cell Ab [Presence] in Serum by Immunofluorescence",704,3027436
3014537704,"measurement during day -30 through 0 days relative to index: Bilirubin crystals [Presence] in Urine sediment by Light microscopy",704,3014537
3023599704,"measurement during day -30 through 0 days relative to index: MCV [Entitic volume] by Automated count",704,3023599
40763401704,"measurement during day -30 through 0 days relative to index: Viable CD34 cells/100 CD34 cells in Body fluid",704,40763401
3010834704,"measurement during day -30 through 0 days relative to index: Platelets [#/volume] in Blood by Manual count",704,3010834
3012133704,"measurement during day -30 through 0 days relative to index: Amylase [Enzymatic activity/volume] in Body fluid",704,3012133
3016072704,"measurement during day -30 through 0 days relative to index: Theophylline [Mass/volume] in Serum or Plasma",704,3016072
3012888702,"measurement during day -365 through 0 days relative to index: Diastolic blood pressure",702,3012888
3022327704,"measurement during day -30 through 0 days relative to index: Calcium phosphate crystals [Presence] in Urine sediment by Light microscopy",704,3022327
40760535704,"measurement during day -30 through 0 days relative to index: CD5 cells/100 cells in Body fluid",704,40760535
3013527704,"measurement during day -30 through 0 days relative to index: Hepatitis B virus core IgM Ab [Presence] in Serum",704,3013527
40761572704,"measurement during day -30 through 0 days relative to index: Other cells [#] in Body fluid by Manual count",704,40761572
3018199704,"measurement during day -30 through 0 days relative to index: Band form neutrophils [#/volume] in Blood",704,3018199
3029576704,"measurement during day -30 through 0 days relative to index: CD33 cells/100 cells in Body fluid",704,3029576
3005029704,"measurement during day -30 through 0 days relative to index: Protein [Mass/volume] in Body fluid",704,3005029
3020845704,"measurement during day -30 through 0 days relative to index: [Type] of Body fluid",704,3020845
3036277704,"measurement during day -30 through 0 days relative to index: Body height",704,3036277
3008308704,"measurement during day -30 through 0 days relative to index: Erythromycin [Susceptibility] by Disk diffusion (KB)",704,3008308
3015862704,"measurement during day -30 through 0 days relative to index: levoFLOXacin [Susceptibility] by Disk diffusion (KB)",704,3015862
3016750704,"measurement during day -30 through 0 days relative to index: Collection duration of Urine",704,3016750
3022533704,"measurement during day -30 through 0 days relative to index: CD3 cells/100 cells in Blood",704,3022533
3020153704,"measurement during day -30 through 0 days relative to index: Ciprofloxacin [Susceptibility] by Disk diffusion (KB)",704,3020153
3026782704,"measurement during day -30 through 0 days relative to index: Osmolality of Urine",704,3026782
3029187704,"measurement during day -30 through 0 days relative to index: Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma",704,3029187
3000330704,"measurement during day -30 through 0 days relative to index: Specific gravity of Urine by Test strip",704,3000330
3001318704,"measurement during day -30 through 0 days relative to index: Cholesterol.total/Cholesterol in HDL [Percentile]",704,3001318
3037274704,"measurement during day -30 through 0 days relative to index: HIV 1 Ab [Units/volume] in Serum or Plasma by Immunoassay",704,3037274
3016293704,"measurement during day -30 through 0 days relative to index: Bicarbonate [Moles/volume] in Serum or Plasma",704,3016293
3015232704,"measurement during day -30 through 0 days relative to index: Cholesterol [Mass/volume] in Body fluid",704,3015232
3001978704,"measurement during day -30 through 0 days relative to index: Glucose [Mass/volume] in Synovial fluid",704,3001978
3008893704,"measurement during day -30 through 0 days relative to index: Testosterone [Mass/volume] in Serum or Plasma",704,3008893
3000456704,"measurement during day -30 through 0 days relative to index: Dacrocytes [Presence] in Blood by Light microscopy",704,3000456
3024474704,"measurement during day -30 through 0 days relative to index: Albumin [Mass/volume] in Cerebral spinal fluid",704,3024474
3034263704,"measurement during day -30 through 0 days relative to index: Pain severity - Reported",704,3034263
3018718704,"measurement during day -30 through 0 days relative to index: Plasma cells/100 leukocytes in Blood",704,3018718
3021322704,"measurement during day -30 through 0 days relative to index: Cryoglobulin [Presence] in Serum",704,3021322
3015455704,"measurement during day -30 through 0 days relative to index: CD16+CD56+ cells/100 cells in Blood",704,3015455
3000348704,"measurement during day -30 through 0 days relative to index: Leukocyte esterase [Presence] in Urine by Test strip",704,3000348
3032694704,"measurement during day -30 through 0 days relative to index: CD23 cells/100 cells in Bone marrow",704,3032694
3039504704,"measurement during day -30 through 0 days relative to index: TBX5 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal",704,3039504
3011271704,"measurement during day -30 through 0 days relative to index: Mesothelial cells/100 leukocytes in Cerebral spinal fluid",704,3011271
3012501704,"measurement during day -30 through 0 days relative to index: Base excess in Blood by calculation",704,3012501
3047148704,"measurement during day -30 through 0 days relative to index: Creatinine renal clearance in Urine and Serum or Plasma collected for unspecified duration",704,3047148
3016647704,"measurement during day -30 through 0 days relative to index: Creatinine [Mass/volume] in Peritoneal fluid",704,3016647
3035544704,"measurement during day -30 through 0 days relative to index: Cardiolipin IgG Ab [Units/volume] in Serum or Plasma",704,3035544
3005629704,"measurement during day -30 through 0 days relative to index: Inhaled oxygen flow rate",704,3005629
3010582704,"measurement during day -30 through 0 days relative to index: Lutropin [Mass/volume] in Serum or Plasma --baseline",704,3010582
3002020704,"measurement during day -30 through 0 days relative to index: Barbiturates [Presence] in Urine",704,3002020
3015054704,"measurement during day -30 through 0 days relative to index: Lactate dehydrogenase [Enzymatic activity/volume] in Pleural fluid",704,3015054
3029997704,"measurement during day -30 through 0 days relative to index: CD8+HLA-DR+ cells/100 cells in Bone marrow",704,3029997
3053315704,"measurement during day -30 through 0 days relative to index: Nucleated erythrocytes/100 cells in Cerebral spinal fluid",704,3053315
3026250704,"measurement during day -30 through 0 days relative to index: Tacrolimus [Mass/volume] in Blood",704,3026250
3003282704,"measurement during day -30 through 0 days relative to index: Leukocytes [#/volume] in Blood by Manual count",704,3003282
3018133704,"measurement during day -30 through 0 days relative to index: Calcium [Moles/volume] in Urine",704,3018133
3023487704,"measurement during day -30 through 0 days relative to index: Leukocytes [#/volume] in Peritoneal fluid",704,3023487
3029669704,"measurement during day -30 through 0 days relative to index: HLA-DR+ cells/100 cells in Bone marrow",704,3029669
3001850704,"measurement during day -30 through 0 days relative to index: Coagulation factor XI activity actual/normal in Platelet poor plasma by Coagulation assay",704,3001850
3009744704,"measurement during day -30 through 0 days relative to index: MCHC [Mass/volume] by Automated count",704,3009744
3030571704,"measurement during day -30 through 0 days relative to index: Basophils/100 leukocytes in Pleural fluid",704,3030571
3051714704,"measurement during day -30 through 0 days relative to index: Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma",704,3051714
2170006,"index year: 2170",6,0
3021302704,"measurement during day -30 through 0 days relative to index: Basophils/100 leukocytes in Body fluid",704,3021302
3009171704,"measurement during day -30 through 0 days relative to index: Fungus identified in Blood by Culture",704,3009171
3012166704,"measurement during day -30 through 0 days relative to index: Carbon dioxide, total [Moles/volume] in Stool",704,3012166
3007256704,"measurement during day -30 through 0 days relative to index: Osmolality of Stool",704,3007256
3025313704,"measurement during day -30 through 0 days relative to index: Albumin [Mass/volume] in Body fluid",704,3025313
3022875704,"measurement during day -30 through 0 days relative to index: Positive end expiratory pressure setting Ventilator",704,3022875
3004327704,"measurement during day -30 through 0 days relative to index: Lymphocytes [#/volume] in Blood by Automated count",704,3004327
3020149704,"measurement during day -30 through 0 days relative to index: 25-hydroxyvitamin D3 [Mass/volume] in Serum or Plasma",704,3020149
3005937704,"measurement during day -30 through 0 days relative to index: Neutrophils.hypersegmented [#/volume] in Blood by Manual count",704,3005937
3012475704,"measurement during day -30 through 0 days relative to index: Bacteria identified in Throat by Culture",704,3012475
3017766704,"measurement during day -30 through 0 days relative to index: Complement C4 [Mass/volume] in Serum or Plasma",704,3017766
3016816704,"measurement during day -30 through 0 days relative to index: Cytomegalovirus IgG Ab [Presence] in Serum or Plasma",704,3016816
3009927704,"measurement during day -30 through 0 days relative to index: Gastrin [Mass/volume] in Serum or Plasma",704,3009927
3007124704,"measurement during day -30 through 0 days relative to index: Reticulocytes/100 erythrocytes in Blood by Automated count",704,3007124
3005433704,"measurement during day -30 through 0 days relative to index: Fungus identified in Nail by Culture",704,3005433
3045360704,"measurement during day -30 through 0 days relative to index: Bacteria identified in Bronchoalveolar lavage by Aerobe culture",704,3045360
3008741704,"measurement during day -30 through 0 days relative to index: CD16+CD56+ cells/100 cells in Body fluid",704,3008741
3027018704,"measurement during day -30 through 0 days relative to index: Heart rate",704,3027018
3007359704,"measurement during day -30 through 0 days relative to index: Bilirubin.indirect [Mass/volume] in Serum or Plasma",704,3007359
3036489704,"measurement during day -30 through 0 days relative to index: Thrombin time",704,3036489
42868643704,"measurement during day -30 through 0 days relative to index: Hematocrit [Volume Fraction] of Pleural fluid",704,42868643
3030354704,"measurement during day -30 through 0 days relative to index: Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)",704,3030354
3020233704,"measurement during day -30 through 0 days relative to index: Acid phosphatase [Enzymatic activity/volume] in Serum or Plasma",704,3020233
3020829704,"measurement during day -30 through 0 days relative to index: Basophils/100 leukocytes in Cerebral spinal fluid",704,3020829
3001893704,"measurement during day -30 through 0 days relative to index: Eosinophils/100 leukocytes in Pleural fluid",704,3001893
3010340704,"measurement during day -30 through 0 days relative to index: Triiodothyronine (T3) [Mass/volume] in Serum or Plasma",704,3010340
3036243704,"measurement during day -30 through 0 days relative to index: Potassium [Moles/volume] in Body fluid",704,3036243
3028612704,"measurement during day -30 through 0 days relative to index: Thyroperoxidase Ab [Presence] in Serum or Plasma",704,3028612
3027114704,"measurement during day -30 through 0 days relative to index: Cholesterol [Mass/volume] in Serum or Plasma",704,3027114
3004410704,"measurement during day -30 through 0 days relative to index: Hemoglobin A1c/Hemoglobin.total in Blood",704,3004410
3033041704,"measurement during day -30 through 0 days relative to index: CD23 cells/100 cells in Body fluid",704,3033041
3003379704,"measurement during day -30 through 0 days relative to index: Centromere Ab [Presence] in Serum by Immunofluorescence",704,3003379
3043614704,"measurement during day -30 through 0 days relative to index: Bacteria identified in Aspirate by Culture",704,3043614
3023081704,"measurement during day -30 through 0 days relative to index: Carboxyhemoglobin/Hemoglobin.total in Blood",704,3023081
3004653704,"measurement during day -30 through 0 days relative to index: Procainamide [Mass/volume] in Serum or Plasma",704,3004653
3022810704,"measurement during day -30 through 0 days relative to index: Sodium [Moles/volume] in Body fluid",704,3022810
2000000000704,"measurement during day -30 through 0 days relative to index: Stroke Volume Variation",704,2000000000
3007350704,"measurement during day -30 through 0 days relative to index: Amorphous sediment [Presence] in Urine sediment by Light microscopy",704,3007350
3002052704,"measurement during day -30 through 0 days relative to index: WBC casts [#/area] in Urine sediment by Microscopy low power field",704,3002052
3036987704,"measurement during day -30 through 0 days relative to index: Folate [Mass/volume] in Serum or Plasma",704,3036987
3009094704,"measurement during day -30 through 0 days relative to index: Glasgow coma score verbal",704,3009094
3021345704,"measurement during day -30 through 0 days relative to index: Myelocytes/100 leukocytes in Cerebral spinal fluid",704,3021345
3006122704,"measurement during day -30 through 0 days relative to index: Meropenem [Susceptibility] by Disk diffusion (KB)",704,3006122
3007220704,"measurement during day -30 through 0 days relative to index: Creatine kinase [Enzymatic activity/volume] in Serum or Plasma",704,3007220
3004354704,"measurement during day -30 through 0 days relative to index: ceFAZolin [Susceptibility] by Disk diffusion (KB)",704,3004354
3038047704,"measurement during day -30 through 0 days relative to index: Nitrofurantoin [Susceptibility] by Disk diffusion (KB)",704,3038047
3011087704,"measurement during day -30 through 0 days relative to index: Output.stool [Volume]",704,3011087
3011965704,"measurement during day -30 through 0 days relative to index: Urea nitrogen [Mass/volume] in Urine",704,3011965
3025954704,"measurement during day -30 through 0 days relative to index: Urinalysis specimen collection method",704,3025954
3008047704,"measurement during day -30 through 0 days relative to index: Systemic vascular Resistance index",704,3008047
3019736704,"measurement during day -30 through 0 days relative to index: quiNIDine [Mass/volume] in Serum or Plasma",704,3019736
3026992704,"measurement during day -30 through 0 days relative to index: CD14 cells/100 cells in Blood",704,3026992
3030804704,"measurement during day -30 through 0 days relative to index: CD38 cells/100 cells in Body fluid",704,3030804
3007822704,"measurement during day -30 through 0 days relative to index: Protein Fractions [Interpretation] in Urine by Electrophoresis",704,3007822
3013502704,"measurement during day -30 through 0 days relative to index: Oxygen saturation in Blood",704,3013502
3030790704,"measurement during day -30 through 0 days relative to index: CD11c cells/100 cells in Body fluid",704,3030790
3006490704,"measurement during day -30 through 0 days relative to index: Calcium oxalate crystals [Presence] in Urine sediment by Light microscopy",704,3006490
3015813704,"measurement during day -30 through 0 days relative to index: Cardiolipin IgM Ab [Units/volume] in Serum by Immunoassay",704,3015813
3042529704,"measurement during day -30 through 0 days relative to index: Mixed cellular casts [#/area] in Urine sediment by Microscopy high power field",704,3042529
